"","geneID_nl_vs_h","normhits_score_nl_vs_h","decision_nl_vs_h"
"19118","XLOC_l2_009539.1",0,"Rejected"
"19119","DCAF8L1",0,"Rejected"
"19120","KLK14",0,"Rejected"
"19121","C1orf180",0,"Rejected"
"19122","LOC255654",0,"Rejected"
"19123","COG1",0,"Rejected"
"19124","PTPN12",0,"Rejected"
"19125","CYTH4",0,"Rejected"
"19126","CBX3",0,"Rejected"
"19127","XLOC_003863.2",0,"Rejected"
"19128","LOC100506930.2",0,"Rejected"
"19129","X19129",0,"Rejected"
"19130","DSTNP2",0,"Rejected"
"19131","SNORA70",0,"Rejected"
"19132","LOC441204.5",0,"Rejected"
"19133","LOC100287366",0,"Rejected"
"19134","FAAH",0,"Rejected"
"19135","Q9H8W2",0,"Rejected"
"19136","FLJ30375",0,"Rejected"
"19137","VPS52",0,"Rejected"
"19138","ZNF565.2",0,"Rejected"
"19139","P4HTM.3",0,"Rejected"
"19140","TSFM",0,"Rejected"
"19141","GMPR2.1",0,"Rejected"
"19142","EPHA4.3",0,"Rejected"
"19143","TMEM87B",0,"Rejected"
"19144","MYOZ3",0,"Rejected"
"19145","SNORD114.31",0,"Rejected"
"19146","IGFL2.1",0,"Rejected"
"19147","AVEN.1",0,"Rejected"
"19148","XLOC_001289",0,"Rejected"
"19149","XLOC_001540",0,"Rejected"
"19150","DEFB109P1B",0,"Rejected"
"19151","GLYATL3",0,"Rejected"
"19152","XLOC_l2_005287",0,"Rejected"
"19153","GCA",0,"Rejected"
"19154","XLOC_004772",0,"Rejected"
"19155","XLOC_l2_000920.1",0,"Rejected"
"19156","MEPCE",0,"Rejected"
"19157","CDC42.1",0,"Rejected"
"19158","NDST3",0,"Rejected"
"19159","XLOC_002585",0,"Rejected"
"19160","RNF40",0,"Rejected"
"19161","RPL34",0,"Rejected"
"19162","X19162",0,"Rejected"
"19163","IDI2",0,"Rejected"
"19164","XLOC_005517",0,"Rejected"
"19165","GPR144",0,"Rejected"
"19166","GNAI3",0,"Rejected"
"19167","KDM4C.5",0,"Rejected"
"19168","X19168",0,"Rejected"
"19169","HOXA4",0,"Rejected"
"19170","CLASRP",0,"Rejected"
"19171","LCMT1.5",0,"Rejected"
"19172","SAP30.2",0,"Rejected"
"19173","RALYL",0,"Rejected"
"19174","XLOC_l2_002469",0,"Rejected"
"19175","RLTPR.1",0,"Rejected"
"19176","X19176",0,"Rejected"
"19177","TTTY3",0,"Rejected"
"19178","PPAPDC1B",0,"Rejected"
"19179","XLOC_012338",0,"Rejected"
"19180","AIMP1.1",0,"Rejected"
"19181","ITPK1.AS1",0,"Rejected"
"19182","CDKN1B.6",0,"Rejected"
"19183","XLOC_000293.1",0,"Rejected"
"19184","THAP5",0,"Rejected"
"19185","NPAT",0,"Rejected"
"19186","ALB",0,"Rejected"
"19187","X19187",0,"Rejected"
"19188","LOC100132526",0,"Rejected"
"19189","MMP1.3",0,"Rejected"
"19190","CCDC121.1",0,"Rejected"
"19191","CHSY3",0,"Rejected"
"19192","P2RY8",0,"Rejected"
"19193","STXBP6.1",0,"Rejected"
"19194","X19194",0,"Rejected"
"19195","DNAH10",0,"Rejected"
"19196","LOC100128304",0,"Rejected"
"19197","LOC152024.1",0,"Rejected"
"19198","ARID2",0,"Rejected"
"19199","AZI2.1",0,"Rejected"
"19200","SNORA54",0,"Rejected"
"19201","X19201",0,"Rejected"
"19202","XLOC_011329",0,"Rejected"
"19203","XLOC_007011",0,"Rejected"
"19204","LOC648044",0,"Rejected"
"19205","LOC151760",0,"Rejected"
"19206","X19206",0,"Rejected"
"19207","X19207",0,"Rejected"
"19208","NRSN2",0,"Rejected"
"19209","XLOC_004063",0,"Rejected"
"19210","WWP2.1",0,"Rejected"
"19211","X19211",0,"Rejected"
"19212","MYH13",0,"Rejected"
"19213","RNF34",0,"Rejected"
"19214","XLOC_010896",0,"Rejected"
"19215","ZNF750",0,"Rejected"
"19216","TRPM6.1",0,"Rejected"
"19217","WNT5B",0,"Rejected"
"19218","PSMB11",0,"Rejected"
"19219","ZNF10",0,"Rejected"
"19220","BSG",0,"Rejected"
"19221","WNT9B",0,"Rejected"
"19222","RNF213.3",0,"Rejected"
"19223","X19223",0,"Rejected"
"19224","GLDC.3",0,"Rejected"
"19225","IFNG.4",0,"Rejected"
"19226","X19226",0,"Rejected"
"19227","XLOC_011447",0,"Rejected"
"19228","XLOC_003203",0,"Rejected"
"19229","PPIL6.4",0,"Rejected"
"19230","VSX2",0,"Rejected"
"19231","X19231",0,"Rejected"
"19232","STOM",0,"Rejected"
"19233","KIAA2018",0,"Rejected"
"19234","XLOC_003782",0,"Rejected"
"19235","FBLN7",0,"Rejected"
"19236","NDUFA9",0,"Rejected"
"19237","XLOC_005341.1",0,"Rejected"
"19238","XLOC_006521.1",0,"Rejected"
"19239","X19239",0,"Rejected"
"19240","CAT.1",0,"Rejected"
"19241","XLOC_014386",0,"Rejected"
"19242","HAS2.3",0,"Rejected"
"19243","TRIM37",0,"Rejected"
"19244","X19244",0,"Rejected"
"19245","ABCC6.6",0,"Rejected"
"19246","TRAM1.3",0,"Rejected"
"19247","DISC1.4",0,"Rejected"
"19248","DDX28",0,"Rejected"
"19249","SSPN",0,"Rejected"
"19250","X19250",0,"Rejected"
"19251","UCP2",0,"Rejected"
"19252","SOX3",0,"Rejected"
"19253","XLOC_000832",0,"Rejected"
"19254","XLOC_l2_008450.1",0,"Rejected"
"19255","X19255",0,"Rejected"
"19256","XLOC_001280",0,"Rejected"
"19257","ZNF224",0,"Rejected"
"19258","LIMS3L",0,"Rejected"
"19259","XLOC_l2_004611.1",0,"Rejected"
"19260","EBF1.1",0,"Rejected"
"19261","C22orf13",0,"Rejected"
"19262","EYA1",0,"Rejected"
"19263","LAT2",0,"Rejected"
"19264","X19264",0,"Rejected"
"19265","X19265",0,"Rejected"
"19266","X19266",0,"Rejected"
"19267","LOC100507144",0,"Rejected"
"19268","FLJ41130",0,"Rejected"
"19269","X19269",0,"Rejected"
"19270","USP18",0,"Rejected"
"19271","XLOC_011213.1",0,"Rejected"
"19272","X19272",0,"Rejected"
"19273","TFRC.3",0,"Rejected"
"19274","XLOC_l2_010976.1",0,"Rejected"
"19275","X19275",0,"Rejected"
"19276","LINC00115",0,"Rejected"
"19277","PLTP",0,"Rejected"
"19278","LOC727869",0,"Rejected"
"19279","X19279",0,"Rejected"
"19280","X19280",0,"Rejected"
"19281","X19281",0,"Rejected"
"19282","X19282",0,"Rejected"
"19283","SNORD19",0,"Rejected"
"19284","LCMT2.1",0,"Rejected"
"19285","NDNF.2",0,"Rejected"
"19286","X19286",0,"Rejected"
"19287","X19287",0,"Rejected"
"19288","C17orf50",0,"Rejected"
"19289","PRKCE",0,"Rejected"
"19290","SLC2A1",0,"Rejected"
"19291","FOXF1.3",0,"Rejected"
"19292","FARP1.1",0,"Rejected"
"19293","ZNF485.3",0,"Rejected"
"19294","X19294",0,"Rejected"
"19295","OSGEP",0,"Rejected"
"19296","XLOC_l2_000894",0,"Rejected"
"19297","LCE4A",0,"Rejected"
"19298","XLOC_004848",0,"Rejected"
"19299","PALLD",0,"Rejected"
"19300","LOC145837.2",0,"Rejected"
"19301","C6orf223",0,"Rejected"
"19302","LOC727916",0,"Rejected"
"19303","SNORA36A",0,"Rejected"
"19304","XLOC_002236",0,"Rejected"
"19305","ABCD4",0,"Rejected"
"19306","TMX2.5",0,"Rejected"
"19307","ELMO1.2",0,"Rejected"
"19308","GSTA4.3",0,"Rejected"
"19309","Q2I700.1",0,"Rejected"
"19310","KIAA1908",0,"Rejected"
"19311","DNAJB7",0,"Rejected"
"19312","X19312",0,"Rejected"
"19313","X19313",0,"Rejected"
"19314","ANKRD30BP2.3",0,"Rejected"
"19315","C3orf23",0,"Rejected"
"19316","GNAT1",0,"Rejected"
"19317","X19317",0,"Rejected"
"19318","XLOC_000269",0,"Rejected"
"19319","XLOC_002473.3",0,"Rejected"
"19320","XLOC_010718",0,"Rejected"
"19321","PSORS1C3",0,"Rejected"
"19322","XLOC_012832",0,"Rejected"
"19323","RNF216.1",0,"Rejected"
"19324","AGPS",0,"Rejected"
"19325","CCDC104.1",0,"Rejected"
"19326","XLOC_013980",0,"Rejected"
"19327","CCDC130.3",0,"Rejected"
"19328","SFTPD",0,"Rejected"
"19329","NF1.1",0,"Rejected"
"19330","ZNF345.1",0,"Rejected"
"19331","XLOC_l2_015033",0,"Rejected"
"19332","X19332",0,"Rejected"
"19333","INTS9",0,"Rejected"
"19334","CASS4",0,"Rejected"
"19335","A1CF.4",0,"Rejected"
"19336","X19336",0,"Rejected"
"19337","XLOC_000553",0,"Rejected"
"19338","X19338",0,"Rejected"
"19339","X19339",0,"Rejected"
"19340","ACOX1",0,"Rejected"
"19341","AUH",0,"Rejected"
"19342","X19342",0,"Rejected"
"19343","MCFD2.1",0,"Rejected"
"19344","X19344",0,"Rejected"
"19345","TRIM56",0,"Rejected"
"19346","NDUFV3",0,"Rejected"
"19347","XLOC_005633.3",0,"Rejected"
"19348","MYL3",0,"Rejected"
"19349","MPP1.1",0,"Rejected"
"19350","C8orf86",0,"Rejected"
"19351","LOC100130169",0,"Rejected"
"19352","X19352",0,"Rejected"
"19353","SNAR.C4",0,"Rejected"
"19354","CORO1A",0,"Rejected"
"19355","XLOC_l2_001583",0,"Rejected"
"19356","XLOC_004839",0,"Rejected"
"19357","PRAMEF15",0,"Rejected"
"19358","ZNF671",0,"Rejected"
"19359","MOCS3",0,"Rejected"
"19360","VAV2",0,"Rejected"
"19361","C12orf52",0,"Rejected"
"19362","TNFRSF9",0,"Rejected"
"19363","XLOC_l2_002254",0,"Rejected"
"19364","SLC45A3",0,"Rejected"
"19365","XLOC_l2_012844.2",0,"Rejected"
"19366","XLOC_008669",0,"Rejected"
"19367","X19367",0,"Rejected"
"19368","XLOC_011014",0,"Rejected"
"19369","X19369",0,"Rejected"
"19370","HSBP1.3",0,"Rejected"
"19371","LOC100128348.2",0,"Rejected"
"19372","XLOC_008996",0,"Rejected"
"19373","PHYH.2",0,"Rejected"
"19374","XLOC_000842",0,"Rejected"
"19375","XLOC_008466",0,"Rejected"
"19376","MSH6.2",0,"Rejected"
"19377","XLOC_001357",0,"Rejected"
"19378","KIAA0509",0,"Rejected"
"19379","CSF1R.2",0,"Rejected"
"19380","XLOC_001731",0,"Rejected"
"19381","X19381",0,"Rejected"
"19382","XLOC_l2_006789",0,"Rejected"
"19383","XLOC_002663",0,"Rejected"
"19384","X19384",0,"Rejected"
"19385","XLOC_004361",0,"Rejected"
"19386","XLOC_005741",0,"Rejected"
"19387","LOC149773.1",0,"Rejected"
"19388","GARNL3",0,"Rejected"
"19389","OXER1",0,"Rejected"
"19390","TM4SF20.3",0,"Rejected"
"19391","X19391",0,"Rejected"
"19392","TNFRSF11B.4",0,"Rejected"
"19393","XLOC_013108.1",0,"Rejected"
"19394","PYGB",0,"Rejected"
"19395","ENTPD2",0,"Rejected"
"19396","KLK11.1",0,"Rejected"
"19397","XLOC_006821",0,"Rejected"
"19398","TMSB10",0,"Rejected"
"19399","ZNF431",0,"Rejected"
"19400","FRA10AC1",0,"Rejected"
"19401","X19401",0,"Rejected"
"19402","VWDE.1",0,"Rejected"
"19403","PADI6",0,"Rejected"
"19404","XLOC_011768",0,"Rejected"
"19405","PEX7",0,"Rejected"
"19406","XLOC_010342",0,"Rejected"
"19407","SUCLA2.4",0,"Rejected"
"19408","GBA",0,"Rejected"
"19409","DDIT4.3",0,"Rejected"
"19410","XLOC_001230.1",0,"Rejected"
"19411","X19411",0,"Rejected"
"19412","TSHR",0,"Rejected"
"19413","CUL2",0,"Rejected"
"19414","X19414",0,"Rejected"
"19415","WFDC3",0,"Rejected"
"19416","ARIH2",0,"Rejected"
"19417","ZNF283",0,"Rejected"
"19418","XLOC_000928",0,"Rejected"
"19419","XLOC_012419",0,"Rejected"
"19420","OR6N2",0,"Rejected"
"19421","XLOC_002418",0,"Rejected"
"19422","STRADA",0,"Rejected"
"19423","WDSUB1.4",0,"Rejected"
"19424","PKDREJ",0,"Rejected"
"19425","MIAT.6",0,"Rejected"
"19426","X19426",0,"Rejected"
"19427","EPB41L4A.AS1",0,"Rejected"
"19428","XLOC_l2_000753",0,"Rejected"
"19429","XLOC_010373",0,"Rejected"
"19430","CCDC33.1",0,"Rejected"
"19431","X19431",0,"Rejected"
"19432","LIMK2",0,"Rejected"
"19433","LOC100130248",0,"Rejected"
"19434","EDDM3B",0,"Rejected"
"19435","XLOC_l2_000941.2",0,"Rejected"
"19436","X19436",0,"Rejected"
"19437","SMC4.1",0,"Rejected"
"19438","X19438",0,"Rejected"
"19439","METTL8",0,"Rejected"
"19440","AKAP17A",0,"Rejected"
"19441","XLOC_011282",0,"Rejected"
"19442","DARS2",0,"Rejected"
"19443","NAIP.1",0,"Rejected"
"19444","BLOC1S3.1",0,"Rejected"
"19445","FTX",0,"Rejected"
"19446","TRAPPC9",0,"Rejected"
"19447","ALDH3B2",0,"Rejected"
"19448","C4orf34.4",0,"Rejected"
"19449","PIGM",0,"Rejected"
"19450","GUSB.4",0,"Rejected"
"19451","LYPD1.1",0,"Rejected"
"19452","FOXF2.2",0,"Rejected"
"19453","NOL10",0,"Rejected"
"19454","LOC100652951",0,"Rejected"
"19455","HOXD1.2",0,"Rejected"
"19456","ATF5.2",0,"Rejected"
"19457","LOC100130811",0,"Rejected"
"19458","LOC100128077",0,"Rejected"
"19459","BANP",0,"Rejected"
"19460","CORIN",0,"Rejected"
"19461","XLOC_007920",0,"Rejected"
"19462","LOC100422737.1",0,"Rejected"
"19463","YRDC",0,"Rejected"
"19464","KRT16P2",0,"Rejected"
"19465","XLOC_010503.3",0,"Rejected"
"19466","X19466",0,"Rejected"
"19467","KARS",0,"Rejected"
"19468","THRB",0,"Rejected"
"19469","XLOC_011821",0,"Rejected"
"19470","TBXAS1.1",0,"Rejected"
"19471","TXK",0,"Rejected"
"19472","LOC255480",0,"Rejected"
"19473","C11orf86",0,"Rejected"
"19474","C10orf114",0,"Rejected"
"19475","CXCL9",0,"Rejected"
"19476","TRAF2.1",0,"Rejected"
"19477","XLOC_014216",0,"Rejected"
"19478","X19478",0,"Rejected"
"19479","SPPL3.1",0,"Rejected"
"19480","ARL13B.3",0,"Rejected"
"19481","XLOC_002926",0,"Rejected"
"19482","LOC100653338",0,"Rejected"
"19483","NUDT7",0,"Rejected"
"19484","EXOC1.3",0,"Rejected"
"19485","LOC100132781",0,"Rejected"
"19486","MAP3K12",0,"Rejected"
"19487","XLOC_l2_011322",0,"Rejected"
"19488","FUT1",0,"Rejected"
"19489","IBTK",0,"Rejected"
"19490","FMO5",0,"Rejected"
"19491","BRP44.4",0,"Rejected"
"19492","IGF2BP1.4",0,"Rejected"
"19493","XLOC_000515.1",0,"Rejected"
"19494","ACO2.6",0,"Rejected"
"19495","SPON2.2",0,"Rejected"
"19496","HABP2.4",0,"Rejected"
"19497","MAPK1IP1L",0,"Rejected"
"19498","CDH22",0,"Rejected"
"19499","LOC100128946.1",0,"Rejected"
"19500","MRPL22.3",0,"Rejected"
"19501","NGEF.4",0,"Rejected"
"19502","EYA1.1",0,"Rejected"
"19503","X19503",0,"Rejected"
"19504","HMG20A",0,"Rejected"
"19505","XLOC_011679.1",0,"Rejected"
"19506","LOC100130654",0,"Rejected"
"19507","FLJ25694.1",0,"Rejected"
"19508","XLOC_l2_010717",0,"Rejected"
"19509","XLOC_000783",0,"Rejected"
"19510","GRHL3",0,"Rejected"
"19511","TAF1.3",0,"Rejected"
"19512","XLOC_l2_003859",0,"Rejected"
"19513","NLRP2",0,"Rejected"
"19514","DISC1.5",0,"Rejected"
"19515","SMCHD1.1",0,"Rejected"
"19516","ABHD12B",0,"Rejected"
"19517","X19517",0,"Rejected"
"19518","GUCA2A",0,"Rejected"
"19519","C1QTNF6",0,"Rejected"
"19520","DAZAP2",0,"Rejected"
"19521","XLOC_l2_006926",0,"Rejected"
"19522","GLYATL2",0,"Rejected"
"19523","OIP5",0,"Rejected"
"19524","X19524",0,"Rejected"
"19525","LYL1",0,"Rejected"
"19526","X19526",0,"Rejected"
"19527","X19527",0,"Rejected"
"19528","X19528",0,"Rejected"
"19529","X19529",0,"Rejected"
"19530","XLOC_l2_001362",0,"Rejected"
"19531","SLC22A4",0,"Rejected"
"19532","HS3ST1.1",0,"Rejected"
"19533","WBSCR22.1",0,"Rejected"
"19534","XLOC_007255",0,"Rejected"
"19535","XLOC_001699",0,"Rejected"
"19536","ENTPD3",0,"Rejected"
"19537","SLC16A9.2",0,"Rejected"
"19538","ZNF791.1",0,"Rejected"
"19539","NPHP3.AS1",0,"Rejected"
"19540","MGC45922",0,"Rejected"
"19541","X19541",0,"Rejected"
"19542","X19542",0,"Rejected"
"19543","MLXIP",0,"Rejected"
"19544","ABL1",0,"Rejected"
"19545","MBP",0,"Rejected"
"19546","X19546",0,"Rejected"
"19547","DBX2",0,"Rejected"
"19548","TRAM1.4",0,"Rejected"
"19549","SNORD114.29",0,"Rejected"
"19550","RIN3",0,"Rejected"
"19551","AGFG1",0,"Rejected"
"19552","SCT",0,"Rejected"
"19553","XLOC_003552",0,"Rejected"
"19554","ARID3A",0,"Rejected"
"19555","C19orf51",0,"Rejected"
"19556","KRTAP10.4.1",0,"Rejected"
"19557","X19557",0,"Rejected"
"19558","XLOC_002352.1",0,"Rejected"
"19559","HCG9",0,"Rejected"
"19560","TET1",0,"Rejected"
"19561","AIM1",0,"Rejected"
"19562","X19562",0,"Rejected"
"19563","MRVI1.AS1",0,"Rejected"
"19564","X19564",0,"Rejected"
"19565","PLEKHD1",0,"Rejected"
"19566","SAMD9",0,"Rejected"
"19567","X19567",0,"Rejected"
"19568","XLOC_005056.1",0,"Rejected"
"19569","KRTAP25.1",0,"Rejected"
"19570","X19570",0,"Rejected"
"19571","XLOC_004161",0,"Rejected"
"19572","X19572",0,"Rejected"
"19573","UFD1L",0,"Rejected"
"19574","XLOC_l2_000522",0,"Rejected"
"19575","CHDH",0,"Rejected"
"19576","ACBD4",0,"Rejected"
"19577","KIFAP3",0,"Rejected"
"19578","XLOC_010740",0,"Rejected"
"19579","X19579",0,"Rejected"
"19580","FLJ41327",0,"Rejected"
"19581","CFHR4",0,"Rejected"
"19582","XLOC_005485.1",0,"Rejected"
"19583","XLOC_l2_013192",0,"Rejected"
"19584","XLOC_l2_000279",0,"Rejected"
"19585","OR10W1",0,"Rejected"
"19586","MAP6.1",0,"Rejected"
"19587","MCF2L.AS1",0,"Rejected"
"19588","LOC338588.1",0,"Rejected"
"19589","LOC100506110",0,"Rejected"
"19590","ACE.1",0,"Rejected"
"19591","RHBDF1",0,"Rejected"
"19592","ABHD4",0,"Rejected"
"19593","ZNF285.2",0,"Rejected"
"19594","MCTS1.4",0,"Rejected"
"19595","SNORD91A",0,"Rejected"
"19596","X19596",0,"Rejected"
"19597","XLOC_007855.1",0,"Rejected"
"19598","PLAG1",0,"Rejected"
"19599","SRPX",0,"Rejected"
"19600","VSIG10L.5",0,"Rejected"
"19601","LOC100506633",0,"Rejected"
"19602","TMEM211",0,"Rejected"
"19603","XLOC_000482",0,"Rejected"
"19604","TRIT1.2",0,"Rejected"
"19605","LOC100507193",0,"Rejected"
"19606","LOC285441",0,"Rejected"
"19607","STC2",0,"Rejected"
"19608","ZNF319",0,"Rejected"
"19609","CD36.2",0,"Rejected"
"19610","C10orf57",0,"Rejected"
"19611","LRRC8B.4",0,"Rejected"
"19612","LOC100507261",0,"Rejected"
"19613","ADRA2B",0,"Rejected"
"19614","DARC.2",0,"Rejected"
"19615","X19615",0,"Rejected"
"19616","RNF26",0,"Rejected"
"19617","XLOC_013506",0,"Rejected"
"19618","LOC151534",0,"Rejected"
"19619","FGF22",0,"Rejected"
"19620","X19620",0,"Rejected"
"19621","CEL",0,"Rejected"
"19622","LOC100505786",0,"Rejected"
"19623","ZNF365",0,"Rejected"
"19624","XLOC_010767",0,"Rejected"
"19625","KCNV2",0,"Rejected"
"19626","SPC24.1",0,"Rejected"
"19627","ZMYND15",0,"Rejected"
"19628","LENEP",0,"Rejected"
"19629","XLOC_009565",0,"Rejected"
"19630","APOL6.1",0,"Rejected"
"19631","RCE1",0,"Rejected"
"19632","WFDC9",0,"Rejected"
"19633","XLOC_001309",0,"Rejected"
"19634","ASCL2",0,"Rejected"
"19635","PDZD8",0,"Rejected"
"19636","XLOC_012886",0,"Rejected"
"19637","XLOC_004881.1",0,"Rejected"
"19638","PGAP1.1",0,"Rejected"
"19639","DOPEY1",0,"Rejected"
"19640","XLOC_001074",0,"Rejected"
"19641","MAML1.2",0,"Rejected"
"19642","XLOC_011989",0,"Rejected"
"19643","YOD1",0,"Rejected"
"19644","CALY.2",0,"Rejected"
"19645","XLOC_l2_006010",0,"Rejected"
"19646","XLOC_l2_008381.1",0,"Rejected"
"19647","FAM54B",0,"Rejected"
"19648","PI4KA.2",0,"Rejected"
"19649","X19649",0,"Rejected"
"19650","MTIF2",0,"Rejected"
"19651","LINC00277.3",0,"Rejected"
"19652","XLOC_010937",0,"Rejected"
"19653","RPAP2",0,"Rejected"
"19654","CTSE.3",0,"Rejected"
"19655","ATP2B3.1",0,"Rejected"
"19656","X19656",0,"Rejected"
"19657","LOC441179.1",0,"Rejected"
"19658","X19658",0,"Rejected"
"19659","SLC25A29",0,"Rejected"
"19660","BZW1",0,"Rejected"
"19661","MIPEPP3",0,"Rejected"
"19662","XLOC_009254",0,"Rejected"
"19663","XLOC_003840.1",0,"Rejected"
"19664","SLCO1A2",0,"Rejected"
"19665","FAM90A1",0,"Rejected"
"19666","PAK1IP1.5",0,"Rejected"
"19667","ATOX1",0,"Rejected"
"19668","EIF4E3",0,"Rejected"
"19669","MBD6",0,"Rejected"
"19670","TCERG1",0,"Rejected"
"19671","CYB5R2.1",0,"Rejected"
"19672","CAV3",0,"Rejected"
"19673","X19673",0,"Rejected"
"19674","XLOC_l2_007167.3",0,"Rejected"
"19675","CXorf51A",0,"Rejected"
"19676","ARHGEF9.1",0,"Rejected"
"19677","XLOC_004346.1",0,"Rejected"
"19678","X19678",0,"Rejected"
"19679","METTL9",0,"Rejected"
"19680","XLOC_003652",0,"Rejected"
"19681","LOC100507100",0,"Rejected"
"19682","ZNHIT2",0,"Rejected"
"19683","XLOC_011130",0,"Rejected"
"19684","FLVCR1.2",0,"Rejected"
"19685","IFNAR2",0,"Rejected"
"19686","RAB11B",0,"Rejected"
"19687","C9orf86",0,"Rejected"
"19688","LOC285577.1",0,"Rejected"
"19689","DIO3.1",0,"Rejected"
"19690","XLOC_005885",0,"Rejected"
"19691","MGST2.5",0,"Rejected"
"19692","X19692",0,"Rejected"
"19693","C8orf80.1",0,"Rejected"
"19694","GRK7",0,"Rejected"
"19695","LOC100507096.2",0,"Rejected"
"19696","SLC35A1",0,"Rejected"
"19697","DNAH14.2",0,"Rejected"
"19698","X19698",0,"Rejected"
"19699","X19699",0,"Rejected"
"19700","PPARD.1",0,"Rejected"
"19701","XLOC_004415",0,"Rejected"
"19702","XLOC_l2_005461",0,"Rejected"
"19703","UBL7",0,"Rejected"
"19704","POLR1C",0,"Rejected"
"19705","XLOC_005228",0,"Rejected"
"19706","LOC285286.1",0,"Rejected"
"19707","TRIP6",0,"Rejected"
"19708","DGAT1.1",0,"Rejected"
"19709","CCNL2.1",0,"Rejected"
"19710","DNASE1L1",0,"Rejected"
"19711","TRUB1",0,"Rejected"
"19712","BAX.2",0,"Rejected"
"19713","ZBTB22.2",0,"Rejected"
"19714","X19714",0,"Rejected"
"19715","RNF149.2",0,"Rejected"
"19716","XLOC_l2_009441.1",0,"Rejected"
"19717","LCE3D",0,"Rejected"
"19718","X19718",0,"Rejected"
"19719","C17orf76.AS1.1",0,"Rejected"
"19720","GPR31",0,"Rejected"
"19721","DARC.3",0,"Rejected"
"19722","SORBS1",0,"Rejected"
"19723","FUT1.1",0,"Rejected"
"19724","BCOR.1",0,"Rejected"
"19725","SYNM",0,"Rejected"
"19726","OR1N2",0,"Rejected"
"19727","X19727",0,"Rejected"
"19728","LOC100507430",0,"Rejected"
"19729","XLOC_013994",0,"Rejected"
"19730","SF3B3.1",0,"Rejected"
"19731","LOC100506418",0,"Rejected"
"19732","XLOC_l2_013931.2",0,"Rejected"
"19733","RG9MTD1.2",0,"Rejected"
"19734","X19734",0,"Rejected"
"19735","XLOC_005954",0,"Rejected"
"19736","E2F1.4",0,"Rejected"
"19737","COL9A3",0,"Rejected"
"19738","XLOC_004290.1",0,"Rejected"
"19739","RNF149.3",0,"Rejected"
"19740","LOC100505725",0,"Rejected"
"19741","MTX2.4",0,"Rejected"
"19742","FKSG2",0,"Rejected"
"19743","UGT3A1.1",0,"Rejected"
"19744","SPAG4",0,"Rejected"
"19745","KEAP1.1",0,"Rejected"
"19746","LOC100505495.2",0,"Rejected"
"19747","XLOC_005223",0,"Rejected"
"19748","TAF1.4",0,"Rejected"
"19749","PQBP1.1",0,"Rejected"
"19750","BDKRB2",0.967983991995998,"Confirmed"
"19751","ATG4C",0,"Rejected"
"19752","XLOC_001544",0,"Rejected"
"19753","WDR65.1",0,"Rejected"
"19754","X19754",0,"Rejected"
"19755","MCM3AP.3",0,"Rejected"
"19756","XLOC_003770",0,"Rejected"
"19757","FAM118A.5",0,"Rejected"
"19758","SSFA2.2",0,"Rejected"
"19759","TTI1.1",0,"Rejected"
"19760","RAF1.5",0,"Rejected"
"19761","LOC100506766",0,"Rejected"
"19762","XLOC_012567.2",0,"Rejected"
"19763","SCN7A.3",0,"Rejected"
"19764","C1orf212",0,"Rejected"
"19765","PRDM4.2",0,"Rejected"
"19766","XLOC_l2_009979.3",0,"Rejected"
"19767","COQ3.1",0,"Rejected"
"19768","XLOC_010214",0,"Rejected"
"19769","XLOC_001907",0,"Rejected"
"19770","WDHD1.3",0,"Rejected"
"19771","PDE4D",0,"Rejected"
"19772","WDR17",0,"Rejected"
"19773","XLOC_000933",0,"Rejected"
"19774","TSPAN16",0,"Rejected"
"19775","XLOC_001265.2",0,"Rejected"
"19776","CBR4",0,"Rejected"
"19777","OLFM4",0,"Rejected"
"19778","C20orf24.3",0,"Rejected"
"19779","C1orf63",0,"Rejected"
"19780","COL6A4P2",0,"Rejected"
"19781","SRRT.12",0,"Rejected"
"19782","XLOC_012256",0,"Rejected"
"19783","JAG2.3",0,"Rejected"
"19784","TXNRD1",0,"Rejected"
"19785","XLOC_002095",0,"Rejected"
"19786","C8orf50",0,"Rejected"
"19787","SETD4",0,"Rejected"
"19788","KRTAP26.1",0,"Rejected"
"19789","FOXF2.3",0,"Rejected"
"19790","SYCP2",0,"Rejected"
"19791","CXorf40B.1",0,"Rejected"
"19792","XLOC_004064",0,"Rejected"
"19793","SAP30L",0,"Rejected"
"19794","NUDT16P1.1",0,"Rejected"
"19795","LOC399753",0,"Rejected"
"19796","X19796",0,"Rejected"
"19797","LOC401557",0,"Rejected"
"19798","TMEM63C",0,"Rejected"
"19799","SBNO2",0,"Rejected"
"19800","X19800",0,"Rejected"
"19801","ASB11.7",0,"Rejected"
"19802","CDX4.3",0,"Rejected"
"19803","WDHD1.4",0,"Rejected"
"19804","XLOC_013469",0,"Rejected"
"19805","XLOC_000214.1",0,"Rejected"
"19806","IQCH",0,"Rejected"
"19807","CENPQ.2",0,"Rejected"
"19808","SC5DL",0,"Rejected"
"19809","XLOC_l2_009889",0,"Rejected"
"19810","TMEM132D",0,"Rejected"
"19811","PARS2",0,"Rejected"
"19812","HSFY1P1",0,"Rejected"
"19813","MTHFSD.4",0,"Rejected"
"19814","X19814",0,"Rejected"
"19815","MUM1.1",0,"Rejected"
"19816","DNAJC24",0,"Rejected"
"19817","SLC16A13",0,"Rejected"
"19818","FANCA.6",0,"Rejected"
"19819","C16orf89",0,"Rejected"
